Breed,Color,Gender,Age,AdoptionLikelihood
German Shepherd Mix,Black/Brown,Spayed Female,0,1
Catahoula/American Pit Bull Terrier,White/Brown,Spayed Female,4,1
Labrador Retriever Mix,Tan/White,Spayed Female,1,1
Norfolk Terrier/Chihuahua Shorthair,Tan/White,Intact Female,0,0
Dachshund/Chihuahua Shorthair,Black/Red,Spayed Female,1,1
Plott Hound Mix,Black/Blue Merle,Neutered Male,0,0
Pomeranian Mix,Red/White,Neutered Male,2,1
Border Collie Mix,Black/White,Spayed Female,0,1
German Shepherd Mix,Tan/Black,Spayed Female,1,1
Pit Bull/Catahoula,White/Chocolate,Neutered Male,1,0
Miniature Poodle Mix,White/Black,Neutered Male,1,1
Australian Cattle Dog Mix,Red Tick/Brown Merle,Intact Female,0,1
Queensland Heeler,White/Brown,Spayed Female,1,0
Beagle Mix,White/Brown,Spayed Female,1,0
Rat Terrier Mix,White/Tan,Neutered Male,1,1
Siberian Husky,Black/Gray,Spayed Female,0,1
Australian Cattle Dog Mix,White/Black,Neutered Male,4,0
Pointer/Pit Bull,Tan/White,Intact Female,1,0
German Shepherd Mix,Sable/White,Intact Female,0,0
Dachshund,Red/Gray,Spayed Female,10,0
Chihuahua Shorthair/Rat Terrier,Brown/Black,Spayed Female,4,1
Collie Rough Mix,White/Brown,Spayed Female,1,1
Lhasa Apso/Toy Poodle,White/Brown,Spayed Female,2,0
Pit Bull Mix,Brown/White,Neutered Male,1,0
Pit Bull Mix,White/Blue,Intact Male,1,0
Jack Russell Terrier Mix,White/Black,Intact Male,0,0
Swedish Vallhund Mix,Tan/Black,Neutered Male,7,1
Labrador Retriever Mix,Tricolor,Intact Male,0,0
Cairn Terrier,White,Neutered Male,0,1
German Shepherd Mix,Sable,Neutered Male,3,1
Pit Bull Mix,Brown/White,Intact Female,0,0
Pit Bull Mix,Apricot/White,Spayed Female,1,1
Boxer Mix,Tan/Brown,Intact Female,0,0
Yorkshire Terrier Mix,Black/Brown,Neutered Male,11,0
Australian Kelpie Mix,Black,Spayed Female,1,1
Labrador Retriever Mix,Cream,Neutered Male,0,1
Border Collie Mix,Black,Neutered Male,8,1
Pit Bull Mix,Blue/White,Spayed Female,3,1
Chihuahua Shorthair Mix,Black/Tan,Spayed Female,4,1
Pit Bull Mix,Brown Brindle/White,Intact Female,0,0
Shih Tzu,Tan/White,Intact Male,4,0
Chihuahua Shorthair,Red,Intact Male,0,0
Shetland Sheepdog Mix,Red/White,Spayed Female,3,1
German Shepherd Mix,Tan/White,Spayed Female,0,1
Airedale Terrier Mix,Brown/Black,Spayed Female,0,1
Australian Shepherd Mix,White/Buff,Spayed Female,14,0
Dachshund Mix,Tan/Black,Intact Male,2,0
Jack Russell Terrier/Miniature Poodle,White,Neutered Male,1,1
Chihuahua Shorthair Mix,Tan,Spayed Female,1,1
Labrador Retriever/Pit Bull,Black/White,Spayed Female,0,1
Labrador Retriever Mix,Black,Spayed Female,0,0
Queensland Heeler,White/Black,Neutered Male,0,1
Cocker Spaniel,Black/Brown,Neutered Male,4,0
Boston Terrier Mix,Black/Brown Brindle,Spayed Female,1,0
Doberman Pinsch Mix,Black/Brown,Spayed Female,0,1
German Shepherd Mix,Black/Tan,Spayed Female,3,1
Pit Bull,White/Fawn,Spayed Female,1,1
Australian Shepherd Mix,White/Blue Tick,Spayed Female,2,0
Chihuahua Shorthair Mix,Brown/White,Spayed Female,2,1
Pit Bull Mix,Black/White,Neutered Male,0,1
German Shepherd Mix,Black/Tan,Spayed Female,1,1
Australian Cattle Dog Mix,Brown/Tricolor,Spayed Female,3,1
German Shepherd Mix,Red,Spayed Female,2,0
Saluki Mix,Brown/White,Spayed Female,3,1
Cairn Terrier,Tan,Spayed Female,2,1
American Bulldog/Basset Hound,Black/White,Neutered Male,2,1
Labrador Retriever Mix,Black,Spayed Female,7,0
Australian Cattle Dog/Labrador Retriever,White/Black,Spayed Female,6,1
Black/Tan Hound/Labrador Retriever,Black/Tan,Intact Male,0,0
Chihuahua Shorthair Mix,Black,Intact Male,1,0
Dachshund Mix,Black/Tan,Neutered Male,8,1
Anatol Shepherd Mix,Tricolor/White,Spayed Female,1,1
Pug/Chihuahua Longhair,Fawn,Neutered Male,0,1
Miniature Schnauzer Mix,Black/Gray,Neutered Male,5,1
Bullmastiff Mix,Brown Brindle/White,Spayed Female,2,1
Miniature Pinscher/Australian Cattle Dog,Black/Tan,Intact Female,2,0
Black/Tan Hound/Labrador Retriever,Black/Brown,Spayed Female,0,1
Chihuahua Shorthair Mix,Tan/White,Spayed Female,0,1
Chihuahua Longhair,Tan,Neutered Male,2,1
Dachshund/Yorkshire Terrier,Black/Tan,Spayed Female,0,0
German Shepherd Mix,Black/Tan,Spayed Female,2,1
Catahoula,Black/White,Spayed Female,0,1
Pit Bull Mix,Chocolate/White,Spayed Female,3,0
Beagle Mix,Tan/White,Neutered Male,0,1
Chihuahua Shorthair,Black/White,Intact Female,1,0
Pit Bull,White/Black,Spayed Female,1,1
Jack Russell Terrier Mix,White/Black,Neutered Male,1,1
Catahoula Mix,Tricolor/White,Spayed Female,6,1
Black Mouth Cur Mix,Tan/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown,Neutered Male,1,0
Beagle Mix,Yellow,Neutered Male,7,1
Catahoula Mix,Brown Brindle,Spayed Female,3,1
Jack Russell Terrier Mix,White/Tan,Intact Female,1,0
Cairn Terrier,Black/Cream,Spayed Female,0,1
Miniature Poodle,Black,Neutered Male,13,1
Cardigan Welsh Corgi/Labrador Retriever,White/Black,Spayed Female,0,1
Miniature Poodle,White,Spayed Female,3,1
Boston Terrier,Black/White,Intact Male,13,0
Chihuahua Shorthair Mix,Tan/White,Neutered Male,3,1
Rottweiler Mix,Black/Tan,Spayed Female,11,1
Pit Bull Mix,Black/White,Neutered Male,4,1
Labrador Retriever,Black/White,Spayed Female,0,0
Chihuahua Shorthair Mix,White/Brown,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown/White,Neutered Male,0,1
Chihuahua Shorthair/Boston Terrier,White/Black,Neutered Male,1,1
Australian Shepherd Mix,Red/White,Spayed Female,6,1
Staffordshire Mix,Tan/White,Unknown,0,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Chihuahua Longhair Mix,Tan/White,Spayed Female,2,1
Australian Cattle Dog/Beagle,White/Red,Spayed Female,2,1
Labrador Retriever Mix,Yellow,Neutered Male,2,0
Catahoula Mix,White,Spayed Female,0,1
Pointer Mix,Black/White,Neutered Male,0,1
German Shepherd Mix,Tricolor/Tan,Spayed Female,0,1
German Shepherd Mix,Chocolate,Intact Male,0,0
Labrador Retriever Mix,Brown,Neutered Male,1,0
Australian Cattle Dog Mix,Blue Merle/Tan,Neutered Male,3,0
Chihuahua Longhair Mix,Tan,Neutered Male,0,1
Mastiff Mix,Black/White,Neutered Male,2,1
Cocker Spaniel,Red,Spayed Female,6,0
Boston Terrier Mix,Black/White,Neutered Male,2,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
German Shepherd Mix,Fawn/Black,Neutered Male,11,0
Carolina Dog Mix,Tan/Black,Spayed Female,0,1
Treeing Walker Coonhound/Labrador Retriever,Brown/White,Neutered Male,2,1
Miniature Pinscher Mix,Black/Tan,Intact Male,0,0
Catahoula Mix,Brown Brindle/White,Spayed Female,1,0
Alaskan Husky/German Shepherd,Tricolor,Intact Female,0,0
Chihuahua Shorthair Mix,Cream,Neutered Male,2,1
Pointer Mix,Black/White,Intact Male,0,1
Pit Bull/Chow Chow,Black Brindle/White,Intact Female,0,0
Pit Bull Mix,White/Black,Neutered Male,4,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Labrador Retriever Mix,Black,Neutered Male,1,1
Chihuahua Shorthair,Black/White,Spayed Female,1,1
Chihuahua Shorthair,Tan,Neutered Male,1,0
Labrador Retriever/Boxer,Black/White,Spayed Female,0,1
Rat Terrier Mix,Brown/Black,Neutered Male,2,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Sable/Tan,Spayed Female,12,1
Pit Bull Mix,Blue,Spayed Female,1,1
Catahoula Mix,Brown,Spayed Female,1,1
Plott Hound Mix,Black,Intact Male,0,0
Australian Kelpie Mix,Chocolate/White,Neutered Male,0,1
Great Pyrenees Mix,White,Intact Female,0,0
Labrador Retriever Mix,Black,Spayed Female,3,1
Miniature Poodle Mix,White/Black,Spayed Female,3,0
Chihuahua Shorthair Mix,Black,Neutered Male,7,1
Pit Bull Mix,Brown/White,Spayed Female,2,1
Pit Bull Mix,Blue/White,Spayed Female,0,1
Japanese Chin Mix,Brown/White,Intact Female,2,0
Chihuahua Shorthair/Dachshund,Black/Tricolor,Neutered Male,2,0
German Shepherd Mix,Brown/Black,Neutered Male,0,1
Border Collie Mix,Black/Brown,Spayed Female,0,1
Smooth Fox Terrier Mix,Black/White,Neutered Male,2,1
Shih Tzu,White/Black,Intact Male,1,0
Queensland Heeler Mix,Blue Tick,Neutered Male,0,0
Plott Hound Mix,Tan/White,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Pit Bull Mix,Blue/White,Spayed Female,2,1
Pug Mix,Tan/White,Neutered Male,4,1
Chihuahua Shorthair Mix,Black,Spayed Female,1,1
Alaskan Malamute Mix,Black/Brown,Neutered Male,2,1
Chihuahua Shorthair Mix,Brown,Intact Male,2,0
Pit Bull Mix,Buff,Spayed Female,2,1
Cairn Terrier Mix,Tricolor,Spayed Female,0,1
Pit Bull Mix,Blue/White,Neutered Male,2,0
Chihuahua Shorthair,Tan/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Black/White,Intact Female,2,0
Jack Russell Terrier Mix,Tan/Black,Spayed Female,0,1
Border Collie Mix,Black/White,Spayed Female,2,0
Chihuahua Shorthair Mix,Blue/Tan,Neutered Male,3,1
Australian Shepherd Mix,Tricolor,Neutered Male,0,1
Pit Bull Mix,Tan/White,Neutered Male,0,1
Pit Bull Mix,Tan/White,Neutered Male,1,1
Great Pyrenees Mix,White,Neutered Male,1,1
Pit Bull Mix,Tan/White,Neutered Male,1,1
Doberman Pinsch Mix,Black/Tan,Neutered Male,0,1
Chihuahua Shorthair Mix,White/Tan,Neutered Male,1,1
Boxer Mix,Red/White,Spayed Female,0,1
Black/Tan Hound Mix,Black/Brown,Intact Male,3,0
German Shepherd/Labrador Retriever,Sable,Neutered Male,2,0
Chihuahua Shorthair Mix,Black/Brown,Spayed Female,2,1
Great Pyrenees/Pointer,White/Black,Neutered Male,0,1
Boxer Mix,Black/White,Spayed Female,0,1
Akita/Mastiff,White,Neutered Male,7,0
Great Pyrenees Mix,White,Intact Female,0,0
Labrador Retriever Mix,Tricolor,Spayed Female,1,1
German Shepherd,Black/Tan,Neutered Male,1,1
Pit Bull,White,Spayed Female,0,1
Dogue De Bordeaux Mix,Red/White,Spayed Female,0,1
Schnauzer Giant Mix,Black,Neutered Male,1,0
Miniature Poodle/Lhasa Apso,Black/Brown,Intact Male,2,0
Belgian Malinois Mix,Brown/Black,Neutered Male,0,1
Labrador Retriever/Beagle,Tan/White,Neutered Male,0,0
German Shepherd,Black/Brown,Neutered Male,2,0
Bull Terrier,White/Brown Brindle,Spayed Female,3,1
Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor,Spayed Female,0,1
Pit Bull Mix,Blue/White,Neutered Male,0,1
Chihuahua Shorthair Mix,White/Tan,Spayed Female,1,1
Chihuahua Shorthair Mix,Brown/Black,Intact Male,0,0
Treeing Cur Mix,Red/White,Neutered Male,0,1
Labrador Retriever/Pit Bull,Brown Brindle,Intact Male,9,0
Chihuahua Shorthair Mix,Brown,Neutered Male,0,1
Lhasa Apso,Black/White,Intact Male,0,0
Boxer Mix,Brown Brindle/White,Intact Male,1,0
Basset Hound Mix,Black/White,Neutered Male,0,1
Australian Cattle Dog Mix,Blue Merle,Spayed Female,0,1
Chihuahua Longhair,White/Tan,Spayed Female,0,1
Staffordshire,Tan/White,Neutered Male,3,0
Finnish Spitz/Australian Shepherd,Red/Tan,Spayed Female,1,1
German Shepherd Mix,Black/Tan,Spayed Female,10,1
Pit Bull Mix,Chocolate/White,Neutered Male,3,0
Miniature Poodle Mix,Apricot,Intact Female,0,0
Pit Bull Mix,Blue/White,Spayed Female,5,1
Chihuahua Shorthair Mix,Black/Brown,Neutered Male,0,1
Pit Bull Mix,Brown,Neutered Male,2,1
Australian Kelpie Mix,Black/White,Spayed Female,1,1
Yorkshire Terrier Mix,Brown/Gray,Intact Male,5,0
Labrador Retriever Mix,Black,Spayed Female,1,0
Chihuahua Shorthair Mix,Buff/White,Intact Female,0,0
Great Dane Mix,Chocolate,Intact Female,1,0
Collie Smooth Mix,White/Brown,Spayed Female,1,1
Chihuahua Shorthair Mix,Chocolate/Tricolor,Spayed Female,0,1
Chihuahua Shorthair Mix,White,Intact Male,0,1
German Shepherd Mix,White,Neutered Male,3,1
Chihuahua Shorthair Mix,Black,Spayed Female,3,1
Pit Bull Mix,White/Brown,Neutered Male,1,1
Norfolk Terrier Mix,White/Tan,Neutered Male,1,1
Chihuahua Shorthair,Black,Neutered Male,1,1
Yorkshire Terrier/Pomeranian,Red,Spayed Female,1,1
American Pit Bull Terrier Mix,Red/White,Neutered Male,5,0
Siberian Husky Mix,Agouti,Spayed Female,0,1
Chihuahua Shorthair Mix,Cream/White,Neutered Male,1,1
German Shepherd Mix,Tricolor,Neutered Male,0,0
Pit Bull Mix,Black/White,Intact Male,0,0
Dachshund Mix,Brown,Intact Male,3,0
Staffordshire Mix,Black/White,Intact Female,0,0
Pit Bull,Brown/White,Spayed Female,9,0
Jack Russell Terrier Mix,White/Tan,Neutered Male,0,1
Labrador Retriever Mix,Black/Brown,Unknown,0,0
Siberian Husky,Red/White,Spayed Female,2,1
Labrador Retriever Mix,Tan/White,Neutered Male,0,1
German Shepherd Mix,Brown/Black,Intact Female,3,0
Labrador Retriever Mix,Cream/White,Spayed Female,0,1
Yorkshire Terrier Mix,Black/White,Neutered Male,0,1
Chihuahua Shorthair,Tan,Spayed Female,2,1
Dachshund/Belgian Malinois,Sable,Neutered Male,0,1
German Shepherd/Siberian Husky,White,Neutered Male,12,0
Pit Bull Mix,Brown/White,Intact Male,3,0
Chihuahua Shorthair,Brown/White,Spayed Female,2,1
German Shepherd,Black/Brown,Spayed Female,6,1
Chihuahua Shorthair Mix,Cream,Spayed Female,2,1
Cairn Terrier Mix,Tan,Neutered Male,9,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
Siberian Husky Mix,Gray/White,Neutered Male,5,1
Bichon Frise Mix,White,Spayed Female,1,1
Australian Cattle Dog Mix,Brown Brindle/White,Neutered Male,0,1
Labrador Retriever Mix,White/Tan,Spayed Female,0,1
German Shepherd/Alaskan Husky,White,Spayed Female,2,1
German Shepherd Mix,Black/Tan,Spayed Female,1,0
Chihuahua Shorthair/Dachshund,Brown,Neutered Male,2,0
Chow Chow Mix,Ruddy/Cream,Spayed Female,0,1
Australian Cattle Dog Mix,Tricolor,Spayed Female,0,1
German Shepherd,Black/Brown,Neutered Male,1,1
Labrador Retriever Mix,Black,Spayed Female,7,1
Rat Terrier Mix,Tricolor,Neutered Male,8,1
Dachshund Longhair Mix,Black/Brown,Spayed Female,0,1
Labrador Retriever Mix,Black,Intact Female,2,0
Rhod Ridgeback Mix,Brown,Spayed Female,2,0
Rat Terrier Mix,Tricolor/White,Neutered Male,9,1
Chihuahua Longhair Mix,White/Tan,Spayed Female,1,0
German Shepherd Mix,Sable,Neutered Male,0,1
German Shepherd Mix,Black/Tan,Neutered Male,4,1
Chihuahua Longhair Mix,Tan/White,Spayed Female,0,1
Jack Russell Terrier/Chihuahua Shorthair,Red/White,Intact Female,1,0
German Shepherd Mix,Brown/Black,Neutered Male,5,1
Golden Retriever Mix,Brown/Tan,Spayed Female,6,1
Beagle/Dachshund,Red,Spayed Female,0,1
Anatol Shepherd Mix,Tan/Black,Intact Male,1,0
Flat Coat Retriever Mix,Black/White,Neutered Male,2,1
Siberian Husky Mix,White/Black,Spayed Female,0,1
Miniature Schnauzer Mix,Black/Brown,Spayed Female,1,1
Catahoula Mix,Blue Merle,Neutered Male,2,1
Australian Cattle Dog,Black/White,Neutered Male,3,1
Chihuahua Shorthair Mix,Black/White,Neutered Male,13,1
Pit Bull Mix,White/Brown Brindle,Spayed Female,1,1
Black Mouth Cur Mix,Fawn/White,Intact Male,1,0
Chihuahua Shorthair Mix,Buff,Neutered Male,9,1
Labrador Retriever,Black,Neutered Male,1,0
Norwich Terrier/Chihuahua Longhair,Tan/Black,Intact Female,0,0
Mastiff Mix,Fawn,Spayed Female,0,1
Chihuahua Shorthair,Red,Spayed Female,5,1
Wire Hair Fox Terrier/Chihuahua Shorthair,Black/White,Neutered Male,1,1
Plott Hound Mix,Brown Brindle,Spayed Female,0,0
Pit Bull Mix,Black/White,Neutered Male,0,1
Pit Bull Mix,Brown Brindle/White,Intact Female,0,0
Basset Hound Mix,Tan,Intact Male,3,0
Blue Lacy/Pit Bull,Blue/White,Spayed Female,0,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Yorkshire Terrier Mix,Black Smoke,Spayed Female,0,1
Soft Coated Wheaten Terrier Mix,Black/Tricolor,Spayed Female,0,1
American Foxhound Mix,Brown/White,Neutered Male,0,0
Greyhound Mix,White,Neutered Male,11,0
Anatol Shepherd Mix,Cream/Black,Intact Female,0,0
Black Mouth Cur Mix,Brown/White,Neutered Male,0,1
Australian Cattle Dog Mix,White/Liver Tick,Neutered Male,6,0
Toy Poodle/Lhasa Apso,Buff,Neutered Male,0,1
Staffordshire Mix,Blue/White,Neutered Male,2,1
Chihuahua Shorthair Mix,Black/Brown,Neutered Male,1,1
Australian Shepherd/Labrador Retriever,Brown,Intact Female,1,0
Chow Chow Mix,Tan,Spayed Female,3,0
Border Collie Mix,Cream/White,Neutered Male,0,1
Staffordshire Mix,Brown/White,Spayed Female,2,1
Australian Cattle Dog Mix,Black/Brown,Spayed Female,2,1
Chinese Sharpei,Tan,Intact Female,1,0
Labrador Retriever Mix,White,Spayed Female,3,0
Labrador Retriever Mix,Black/White,Neutered Male,1,0
Rottweiler,Black/Brown,Spayed Female,1,0
Labrador Retriever Mix,White/Black,Intact Female,0,0
German Shepherd Mix,Black/Tan,Neutered Male,0,1
Pit Bull Mix,Blue/White,Spayed Female,1,1
Cairn Terrier Mix,White,Spayed Female,0,1
Siberian Husky Mix,Black/White,Spayed Female,0,1
Chow Chow Mix,Black,Spayed Female,6,0
German Shepherd/Collie Smooth,Black,Spayed Female,2,1
Labrador Retriever/Australian Cattle Dog,Black/White,Spayed Female,0,1
German Shepherd,Black/Tan,Neutered Male,3,1
Great Pyrenees Mix,White,Spayed Female,6,1
Pit Bull Mix,Blue/White,Neutered Male,3,1
German Shorthair Pointer Mix,Brown Merle/Brown,Spayed Female,1,0
Blue Lacy/Pit Bull,Blue/White,Neutered Male,0,1
Pit Bull Mix,White/Chocolate,Neutered Male,1,0
Pointer,Black/Blue Tick,Neutered Male,0,1
Carolina Dog Mix,Brown,Intact Female,0,0
Boston Terrier Mix,Brown Brindle/White,Spayed Female,2,1
German Shepherd Mix,Black/Brown,Neutered Male,2,0
Siberian Husky Mix,White/Tan,Spayed Female,1,1
Pointer Mix,Black/White,Spayed Female,2,1
German Shepherd,Brown/Black,Intact Male,10,0
Pit Bull Mix,Brown/White,Neutered Male,2,1
Labrador Retriever Mix,White/Black,Spayed Female,2,0
Schnauzer Giant Mix,Tan/Silver,Neutered Male,5,1
Belgian Malinois Mix,Black/Brown,Neutered Male,2,1
German Shepherd/Cardigan Welsh Corgi,Tan/White,Intact Female,2,0
Shih Tzu,Black/White,Intact Female,0,0
Pit Bull Mix,Black/White,Neutered Male,2,0
Labrador Retriever Mix,Black/White,Neutered Male,1,1
Labrador Retriever Mix,Brown/White,Neutered Male,3,0
Plott Hound Mix,Brown Brindle/White,Spayed Female,0,1
Dachshund/Chihuahua Shorthair,Black/White,Intact Male,5,0
Labrador Retriever Mix,Tan/White,Neutered Male,2,1
Labrador Retriever/Queensland Heeler,Black/White,Spayed Female,0,0
Harrier Mix,Tricolor,Neutered Male,0,1
Chihuahua Shorthair Mix,Brown,Spayed Female,2,1
Australian Cattle Dog/Chinese Sharpei,Tan/Brown,Unknown,9,0
Labrador Retriever Mix,Buff,Spayed Female,2,0
Catahoula Mix,Brown Merle/White,Spayed Female,0,1
Maltese/Miniature Poodle,White,Intact Male,2,0
American Bulldog Mix,White/Brown,Neutered Male,0,1
Pit Bull Mix,Brown/White,Intact Male,0,1
Labrador Retriever Mix,White/Tan,Neutered Male,1,1
Rat Terrier,Tricolor,Neutered Male,13,0
Pug/Chihuahua Shorthair,Black/White,Neutered Male,0,1
Australian Cattle Dog Mix,Brown/White,Spayed Female,12,0
Staffordshire Mix,White/Tan,Neutered Male,2,1
Anatol Shepherd Mix,White/Tan,Neutered Male,9,1
Labrador Retriever/German Shepherd,Brown,Intact Female,0,0
Blue Lacy Mix,Blue/White,Spayed Female,1,1
German Shepherd,Black/Tan,Intact Female,1,0
Chihuahua Shorthair Mix,Tan/White,Spayed Female,0,1
German Shepherd Mix,Black,Spayed Female,0,1
Chihuahua Shorthair Mix,Black/White,Spayed Female,9,1
Smooth Fox Terrier Mix,Black/Tricolor,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Intact Male,2,0
Labrador Retriever,Black/White,Spayed Female,0,1
Bull Terrier Mix,White,Spayed Female,2,1
Pug Mix,Cream,Spayed Female,7,0
Chihuahua Shorthair Mix,Black/Tan,Spayed Female,0,1
German Shepherd/Great Pyrenees,White/Cream,Neutered Male,0,1
Pit Bull/Labrador Retriever,Brown/White,Neutered Male,2,1
German Shepherd Mix,Black/Tan,Spayed Female,1,1
Australian Cattle Dog Mix,Tricolor,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown,Neutered Male,5,1
German Shepherd,Black,Spayed Female,0,1
Pit Bull Mix,Brown Brindle/White,Intact Male,0,0
Pit Bull Mix,Brown Brindle,Intact Female,0,0
Siberian Husky Mix,White/Black,Neutered Male,3,1
Toy Poodle/Miniature Schnauzer,Blue/White,Neutered Male,2,1
Plott Hound Mix,Brown Brindle,Spayed Female,0,0
Chihuahua Shorthair,Black,Neutered Male,0,0
Chihuahua Shorthair/Dachshund,Black/White,Neutered Male,0,1
Catahoula/Plott Hound,Brown Brindle/White,Neutered Male,10,1
German Shepherd Mix,Black/Brown,Spayed Female,2,1
Border Collie Mix,Black/White,Spayed Female,1,1
German Shepherd Mix,Black/Tan,Spayed Female,0,1
Chihuahua Shorthair,White,Spayed Female,2,1
American Bulldog Mix,White,Intact Male,5,0
Pit Bull/Weimaraner,Black/White,Intact Female,0,0
Pit Bull Mix,Blue/White,Spayed Female,0,1
Labrador Retriever Mix,White/Brown,Neutered Male,0,1
Beagle Mix,Tricolor,Intact Female,2,1
Staffordshire Mix,White,Neutered Male,2,1
Rottweiler,Black/Tan,Spayed Female,0,1
German Shepherd Mix,Tan/Black,Spayed Female,3,1
Australian Cattle Dog Mix,Black/White,Spayed Female,0,1
Dalmatian/Labrador Retriever,Black/White,Spayed Female,4,1
Pit Bull Mix,Brown/White,Spayed Female,5,1
Boxer/Pit Bull,Brown Brindle,Spayed Female,1,1
German Shepherd Mix,Sable,Intact Male,0,0
Chihuahua Shorthair Mix,Buff/White,Neutered Male,2,1
Australian Kelpie Mix,Black,Intact Female,1,0
Cairn Terrier Mix,Buff,Neutered Male,2,1
Chihuahua Shorthair Mix,White/Brown,Neutered Male,15,0
